141.000,1397.000,61.000,3037.000,136.000,117.000,143.000,1356.000,107.000,110.000,20.000,24.000,0.000,
145.000,1394.000,43.000,3073.000,115.000,132.000,122.000,1281.000,85.000,100.000,21.000,23.000,1137.000,
142.000,1438.000,50.000,3134.000,137.000,121.000,126.000,1312.000,108.000,89.000,13.000,21.000,1140.000,
141.000,1465.000,47.000,3030.000,125.000,144.000,122.000,1278.000,96.000,104.000,25.000,25.000,1088.000,
161.000,1418.000,62.000,3026.000,112.000,133.000,101.000,1320.000,110.000,96.000,16.000,21.000,1125.000,
145.000,1415.000,52.000,3025.000,146.000,128.000,134.000,1387.000,93.000,95.000,23.000,11.000,1113.000,
156.000,1358.000,47.000,3084.000,120.000,127.000,111.000,1316.000,96.000,106.000,26.000,16.000,1145.000,
163.000,1411.000,43.000,2936.000,125.000,132.000,120.000,1296.000,94.000,97.000,14.000,23.000,1170.000,
152.000,1353.000,35.000,2929.000,130.000,115.000,120.000,1286.000,87.000,88.000,15.000,13.000,1111.000,
177.000,1430.000,53.000,3040.000,142.000,138.000,147.000,1310.000,94.000,86.000,17.000,20.000,1097.000,
179.000,1388.000,45.000,2946.000,119.000,129.000,142.000,1294.000,103.000,77.000,21.000,18.000,1037.000,
144.000,1418.000,52.000,3099.000,108.000,126.000,121.000,1341.000,99.000,90.000,20.000,22.000,1091.000,
152.000,1323.000,44.000,2914.000,118.000,126.000,131.000,1205.000,66.000,62.000,9.000,17.000,1110.000,
139.000,1339.000,45.000,2924.000,108.000,127.000,107.000,1161.000,68.000,60.000,15.000,14.000,1072.000,
139.000,1504.000,45.000,3042.000,129.000,129.000,124.000,1318.000,93.000,111.000,14.000,21.000,1139.000,
140.000,1423.000,51.000,3019.000,137.000,141.000,112.000,1320.000,79.000,97.000,24.000,21.000,1132.000,
137.000,1317.000,37.000,2895.000,117.000,114.000,114.000,1209.000,84.000,67.000,19.000,17.000,1078.000,
123.000,1414.000,35.000,2853.000,144.000,112.000,102.000,1216.000,72.000,90.000,14.000,13.000,1139.000,
148.000,1463.000,36.000,2964.000,126.000,131.000,114.000,1243.000,98.000,97.000,24.000,25.000,1114.000,
144.000,1408.000,46.000,2913.000,109.000,120.000,127.000,1225.000,82.000,70.000,14.000,20.000,1046.000,
