3.650,6.514,NaN,1.252,1.861,1.883,1.683,1.838,2.475,NaN,NaN,NaN,NaN,
4.900,6.661,NaN,1.513,NaN,2.417,NaN,1.883,3.233,4.083,NaN,NaN,12.650,
3.983,8.297,NaN,3.270,3.017,3.558,6.600,4.110,NaN,NaN,NaN,NaN,13.041,
NaN,7.850,9.633,4.221,NaN,NaN,NaN,4.032,NaN,2.450,NaN,NaN,14.783,
5.063,8.772,NaN,2.542,NaN,1.733,NaN,3.602,NaN,NaN,NaN,NaN,12.056,
5.267,8.623,NaN,3.154,2.783,NaN,1.867,3.618,2.733,NaN,NaN,NaN,12.410,
NaN,9.271,NaN,4.094,3.200,4.908,NaN,5.633,8.825,7.100,NaN,NaN,13.092,
6.958,8.820,NaN,2.705,2.183,5.250,6.517,3.535,8.267,NaN,NaN,NaN,14.183,
14.817,16.289,NaN,10.947,NaN,NaN,NaN,8.050,NaN,16.300,NaN,NaN,20.300,
NaN,13.517,NaN,8.765,NaN,10.550,NaN,9.339,7.008,NaN,NaN,NaN,19.878,
NaN,8.671,NaN,2.936,NaN,NaN,1.267,3.670,NaN,NaN,NaN,NaN,13.456,
5.083,8.325,9.167,2.759,3.667,2.972,4.617,3.792,5.233,NaN,NaN,NaN,13.527,
NaN,24.933,NaN,20.014,NaN,NaN,NaN,21.625,NaN,NaN,NaN,NaN,NaN,
NaN,25.800,NaN,19.315,NaN,NaN,NaN,20.613,NaN,NaN,NaN,NaN,NaN,
NaN,11.278,NaN,8.294,9.000,NaN,NaN,10.888,NaN,10.233,NaN,NaN,NaN,
NaN,12.540,NaN,9.090,9.242,7.367,4.383,7.417,NaN,15.608,NaN,NaN,16.938,
16.767,22.117,NaN,19.010,NaN,NaN,NaN,18.483,24.033,19.900,NaN,NaN,25.167,
NaN,NaN,NaN,21.600,NaN,NaN,NaN,NaN,NaN,23.500,NaN,NaN,NaN,
NaN,8.437,10.467,2.491,5.683,2.600,3.533,3.542,7.392,6.917,NaN,5.950,12.926,
NaN,NaN,NaN,20.120,NaN,NaN,NaN,19.300,NaN,NaN,NaN,NaN,NaN,
