593, 1811, 1, 2.222, 0.000, 3, 20.342, -4.816
594, 2255, 3, 20.342, -4.816, 1, 2.222, 0.000
598, 2035, 3, 19.423, -1.237, 3, 14.715, 2.686
601, 2297, 3, 3.996, -3.996, 7, 7.728, 0.848
609, 1766, 1, 2.178, 0.017, 4, 10.398, -2.270
620, 2196, 3, 14.476, 2.702, 5, 9.067, 1.267
623, 2313, 3, 11.131, -10.047, 3, 14.351, 2.710
625, 2313, 3, 7.090, 2.453, 3, 10.217, -9.562
627, 2167, 9, 3.951, -0.225, 3, 4.180, -8.212
630, 2196, 3, 8.152, -4.859, 3, 11.820, -3.578
633, 2307, 4, 5.583, 2.466, 6, 10.464, -1.811
637, 2469, 3, 2.017, -0.801, 3, 5.055, 2.237
643, 2280, 8, 7.892, -7.892, 1, 2.178, 0.017
644, 2280, 8, 7.892, -7.892, 1, 2.190, 0.012
645, 2280, 8, 7.892, -7.892, 1, 2.199, 0.009
645, 2328, 3, 10.848, -5.525, 3, 13.866, -2.508
646, 2280, 8, 7.892, -7.892, 1, 2.206, 0.006
647, 2280, 8, 7.892, -7.892, 1, 2.210, 0.005
647, 2293, 3, 6.884, -0.181, 3, 9.875, 2.761
650, 2449, 3, 5.168, 0.703, 3, 9.073, 2.719
656, 2540, 3, 2.017, -0.801, 3, 5.055, 2.237
660, 2369, 7, 1.853, -0.875, 3, 0.000, -4.541
661, 2369, 7, 2.324, 0.471, 3, 1.107, 1.107
662, 2369, 7, 0.000, -1.889, 3, 0.000, -0.354
662, 2393, 3, 0.161, -1.237, 3, 3.978, 2.460
663, 2393, 3, 1.382, 1.221, 3, 3.978, 2.460
674, 2502, 4, 4.881, -0.625, 6, 9.320, 3.172
677, 2550, 3, 4.326, -2.867, 3, 7.660, 2.605
688, 2390, 3, 1.616, -16.890, 8, 5.582, 0.677
699, 2442, 3, 8.099, -4.020, 3, 2.961, -11.199
699, 2460, 3, 7.265, -4.984, 3, 10.440, 2.780
712, 1866, 1, 2.222, 0.000, 3, 13.488, -13.488
713, 1866, 1, 2.222, 0.000, 3, 13.488, -13.488
728, 2417, 7, 5.010, 1.043, 7, 8.420, -1.926
729, 2693, 4, 10.717, -3.134, 3, 14.247, -4.433
730, 2203, 3, 16.317, 0.333, 3, 11.169, 2.794
730, 2501, 3, 11.841, -0.341, 3, 14.858, 2.676
730, 2772, 7, 4.131, 1.101, 1, 1.212, 0.239
731, 2772, 7, 4.131, 1.101, 1, 1.427, 0.215
732, 2785, 1, 0.483, -1.112, 7, 4.131, 1.101
733, 2785, 1, 0.724, 0.241, 7, 4.131, 1.101
739, 2643, 3, 11.354, -5.332, 3, 6.588, -8.625
740, 2817, 3, 15.115, -0.689, 3, 18.129, 2.325
754, 2882, 6, 5.008, -1.140, 6, 9.320, 3.172
756, 2459, 7, 5.885, 0.139, 2, 1.944, 0.000
757, 2787, 6, 12.159, -1.916, 7, 6.297, -4.437
758, 2742, 3, 3.440, -4.760, 3, 7.660, -7.660
760, 2737, 10, 8.166, 0.448, 3, 13.809, 2.740
772, 2863, 7, 1.368, -8.235, 0, 4.145, 0.007
784, 2694, 3, 4.738, -0.223, 3, 7.660, 2.605
796, 3019, 3, 10.187, -0.252, 3, 13.206, 2.766
802, 2943, 4, 8.509, 0.334, 3, 12.356, 2.789
806, 2983, 3, 13.806, -7.423, 3, 17.035, 2.468
811, 2621, 3, 19.364, 2.135, 3, 15.348, 0.926
818, 2883, 3, 8.937, -1.289, 3, 12.348, 2.789
818, 3046, 3, 13.425, -11.089, 3, 16.746, 2.501
836, 2953, 7, 3.233, -0.302, 7, 6.247, 1.036
840, 2726, 1, 2.222, 0.000, 3, 25.567, 0.705
841, 2726, 1, 2.222, 0.000, 3, 25.567, 0.705
850, 2064, 1, 2.222, 0.000, 7, 9.537, 0.468
867, 3183, 6, 2.778, -23.579, 7, 8.708, 0.663
868, 3196, 3, 8.507, -4.354, 3, 2.915, -12.683
881, 3288, 3, 5.172, 0.420, 3, 8.361, 2.669
895, 3146, 7, 3.041, -3.722, 9, 6.455, -3.920
895, 3233, 7, 3.041, -3.722, 9, 6.455, -3.920
896, 3105, 9, 6.455, -3.920, 7, 4.142, 1.101
896, 3340, 3, 7.360, -13.257, 7, 11.110, 0.001
897, 3105, 9, 6.455, -3.920, 7, 5.240, 1.098
898, 3105, 9, 6.455, -3.920, 7, 5.240, 1.098
899, 3105, 9, 6.455, -3.920, 7, 5.240, 1.098
900, 3105, 9, 6.455, -3.920, 7, 5.240, 1.098
901, 3105, 9, 6.455, -3.920, 7, 5.240, 1.098
901, 3233, 7, 0.284, -1.583, 7, 3.274, 0.728
902, 3233, 7, 0.892, 0.608, 7, 3.274, 0.728
903, 3233, 7, 1.720, 0.828, 7, 3.274, 0.728
905, 3142, 10, 2.717, -0.340, 8, 3.132, 0.834
906, 3105, 9, 0.326, -1.678, 7, 3.274, 0.728
907, 3105, 9, 0.959, 0.633, 7, 3.274, 0.728
908, 3105, 9, 1.813, 0.853, 7, 3.274, 0.728
909, 3105, 9, 2.829, 1.016, 7, 3.274, 0.728
909, 3232, 7, 0.366, -9.979, 9, 3.205, 0.983
910, 3105, 9, 3.933, 1.104, 7, 3.274, 0.728
910, 3232, 7, 1.870, 0.859, 9, 0.000, 0.443
912, 3146, 7, 0.441, -1.901, 7, 3.274, 0.728
913, 3073, 8, 8.147, 0.063, 3, 20.660, 1.902
913, 3146, 7, 1.119, 0.678, 7, 3.274, 0.728
914, 1612, 1, 2.222, 0.000, 10, 9.713, 0.003
914, 3146, 7, 2.004, 0.885, 7, 3.274, 0.728
921, 3472, 3, 8.750, -4.140, 7, 2.373, -5.854
923, 3288, 3, 13.311, -2.051, 1, 2.222, 0.000
930, 2353, 1, 2.222, 0.000, 3, 23.955, 1.153
931, 3309, 3, 23.955, 1.153, 1, 2.222, 0.000
935, 3421, 3, 3.939, -13.366, 7, 8.057, 0.791
935, 3546, 3, 2.017, -0.801, 3, 5.055, 2.237
937, 3372, 3, 10.622, 2.785, 3, 6.230, -9.112
948, 3540, 3, 4.936, -14.059, 3, 8.791, 2.701
951, 2345, 2, 1.944, 0.000, 8, 7.886, 0.146
951, 3335, 3, 6.431, -12.564, 5, 9.667, 2.713
951, 3414, 8, 6.453, -1.439, 7, 11.106, 0.002
952, 2345, 2, 1.944, 0.000, 8, 7.886, 0.146
952, 3414, 8, 6.453, -1.439, 7, 11.106, 0.002
960, 3290, 1, 2.072, 0.056, 5, 14.783, -0.259
964, 3575, 3, 1.662, -1.585, 3, 5.602, 2.333
967, 2088, 1, 0.947, -1.275, 9, 5.070, -1.676
968, 2088, 1, 1.188, 0.241, 9, 5.070, -1.676
968, 3073, 8, 4.135, -2.763, 5, 9.423, 2.736
969, 3073, 8, 0.702, -3.434, 5, 9.423, 2.736
970, 3073, 8, 0.041, -0.661, 5, 9.423, 2.736
971, 2088, 1, 1.744, 0.153, 9, 4.609, -0.462
971, 3073, 8, 0.402, 0.361, 5, 9.423, 2.736
972, 3073, 8, 0.943, 0.541, 5, 9.423, 2.736
973, 3073, 8, 1.635, 0.692, 5, 9.423, 2.736
974, 3567, 3, 4.362, -8.620, 3, 7.211, -1.492
976, 3466, 3, 5.603, -0.473, 3, 8.495, 2.679
977, 3580, 7, 4.893, 0.737, 7, 7.869, 0.824
980, 3192, 1, 2.222, 0.000, 5, 9.423, 2.736
980, 3575, 3, 8.313, 2.481, 3, 11.476, -9.127
981, 3192, 1, 2.222, 0.000, 5, 9.423, 2.736
982, 3296, 5, 9.423, 2.736, 1, 2.222, 0.000
983, 3296, 5, 9.423, 2.736, 1, 2.222, 0.000
983, 3338, 3, 7.361, 2.574, 3, 1.089, -10.149
986, 3320, 3, 9.266, -4.771, 3, 4.371, -1.827
993, 3491, 3, 0.520, -13.053, 3, 5.533, -6.087
996, 3486, 9, 11.068, 0.015, 7, 8.490, 0.708
997, 3486, 9, 11.068, 0.015, 7, 4.977, -2.758
997, 3583, 7, 4.977, -2.758, 7, 8.490, 0.708
997, 3620, 8, 4.273, 0.815, 1, 2.222, 0.000
998, 2666, 1, 2.222, 0.000, 9, 11.068, 0.015
998, 3486, 9, 11.068, 0.015, 7, 8.490, 0.708
999, 2666, 1, 2.222, 0.000, 9, 11.068, 0.015
999, 3486, 9, 11.068, 0.015, 7, 8.490, 0.708
1000, 3486, 9, 11.068, 0.015, 7, 8.490, 0.708
1001, 3486, 9, 11.068, 0.015, 7, 8.490, 0.708
1001, 3701, 3, 12.425, 2.788, 3, 8.080, -1.059
1002, 3486, 9, 11.068, 0.015, 7, 8.490, 0.708
1002, 3705, 3, 7.272, 2.564, 3, 15.084, 2.659
1003, 3486, 9, 11.068, 0.015, 7, 8.490, 0.708
1004, 2428, 1, 2.222, 0.000, 3, 22.197, 1.581
1005, 3702, 3, 3.624, -17.738, 3, 7.660, 2.605
1007, 3625, 3, 19.244, 2.155, 3, 14.122, 2.723
1008, 3619, 3, 1.629, -10.389, 11, 4.372, -1.304
1015, 3528, 10, 6.484, 0.775, 0, 4.158, 0.003
1016, 3450, 7, 7.351, 0.907, 7, 1.105, -7.077
1020, 3773, 3, 9.740, -0.022, 3, 13.151, 2.768
1033, 3780, 3, 3.061, -9.815, 3, 6.166, -5.848
1044, 3486, 9, 8.887, -0.288, 3, 16.388, 2.540
1045, 2954, 1, 2.222, 0.000, 9, 9.396, 0.509
1045, 3716, 3, 16.388, 2.540, 9, 9.396, 0.509
1045, 3787, 3, 12.438, -0.944, 3, 15.731, 2.604
1046, 3716, 3, 3.658, -12.729, 9, 9.102, -0.294
1050, 3850, 5, 2.791, 1.872, 3, 7.728, -5.593
1055, 3880, 3, 14.208, 2.718, 3, 17.645, 2.391
1056, 3462, 3, 10.440, 2.780, 3, 6.432, -6.632
1057, 3835, 9, 4.841, -3.605, 8, 8.313, 0.007
1059, 3805, 3, 12.999, 2.773, 7, 11.106, 0.002
1059, 3835, 9, 6.952, 0.062, 7, 10.821, 0.096
1060, 3286, 0, 4.166, 0.000, 3, 4.418, -8.403
1060, 3717, 1, 2.222, 0.000, 3, 20.131, 2.002
1061, 3923, 3, 20.131, 2.002, 1, 2.222, 0.000
1066, 3844, 1, 2.222, 0.000, 7, 5.245, -3.471
1067, 3456, 1, 2.222, 0.000, 11, 9.760, 0.747
1068, 3588, 7, 4.145, -4.806, 3, 8.508, 2.680
1068, 3849, 3, 25.898, 0.606, 1, 2.222, 0.000
1077, 3561, 1, 2.222, 0.000, 8, 7.047, 0.382
1078, 3867, 3, 10.674, 2.786, 3, 18.549, 2.264
1084, 3800, 7, 0.721, -7.263, 3, 5.956, -2.140
1087, 3652, 7, 3.396, 0.968, 1, 2.222, 0.000
1089, 3728, 3, 14.233, 2.717, 3, 10.079, -2.435
1091, 3813, 7, 4.946, 0.219, 1, 2.222, 0.000
1094, 4106, 3, 0.056, -0.765, 3, 2.818, 1.711
1095, 4106, 3, 1.204, 1.148, 3, 2.818, 1.711
1096, 3997, 4, 7.131, -5.661, 3, 12.574, -0.018
1097, 3997, 4, 4.710, -2.421, 3, 7.932, -4.642
1099, 3958, 3, 0.000, -6.532, 3, 8.114, -1.382
1100, 3958, 3, 1.107, 1.711, 3, 0.000, 1.107
1102, 3867, 3, 11.425, 2.796, 3, 20.017, 1.020
1105, 3787, 3, 16.319, 2.337, 3, 12.209, -4.983
1112, 3920, 3, 2.058, -11.718, 8, 5.210, -0.134
1114, 4095, 7, 1.609, -2.584, 7, 5.289, 1.096
1117, 4074, 7, 4.549, -4.127, 7, 7.721, -3.387
1123, 3953, 3, 11.319, -6.288, 3, 6.707, -12.342
1123, 4150, 3, 14.941, 2.670, 3, 10.635, 0.338
1124, 3778, 7, 1.175, 0.059, 7, 4.045, -4.011
1125, 3778, 7, 2.072, 0.897, 7, 4.045, -4.011
1133, 4115, 3, 4.278, -16.657, 9, 7.118, 0.949
1138, 3921, 7, 4.105, -2.656, 7, 7.626, 0.865
1145, 4070, 9, 10.780, 0.111, 3, 21.822, 1.664
1146, 4123, 3, 21.822, 1.664, 9, 9.574, -1.206
1151, 2414, 1, 2.222, 0.000, 7, 11.109, 0.001
1151, 4196, 1, 2.218, 0.002, 7, 8.666, 0.672
1152, 4087, 3, 8.365, 0.038, 3, 12.079, -3.787
1152, 4196, 1, 2.219, 0.001, 7, 8.666, 0.672
1162, 4292, 3, 5.500, 2.191, 3, 8.597, 2.687
1168, 4123, 3, 4.974, -4.906, 9, 8.313, 0.751
1169, 4211, 5, 4.554, 0.319, 9, 8.313, 0.751
1178, 4075, 7, 0.188, -1.326, 9, 3.802, 0.727
1179, 4075, 7, 0.747, 0.559, 9, 3.802, 0.727
1180, 4075, 7, 1.532, 0.786, 9, 3.802, 0.727
1183, 4055, 7, 0.397, -1.822, 9, 3.802, 0.727
1184, 4055, 7, 1.057, 0.660, 9, 3.802, 0.727
1186, 4107, 2, 1.944, 0.000, 9, 8.256, 0.762
1188, 4200, 7, 0.188, -1.326, 9, 3.802, 0.727
1189, 4111, 7, 11.111, 0.000, 7, 5.388, -1.631
1189, 4200, 7, 0.747, 0.559, 9, 3.802, 0.727
1190, 4200, 7, 1.532, 0.786, 9, 3.802, 0.727
1204, 4403, 3, 1.052, 1.689, 7, 4.702, 1.108
1212, 4271, 7, 6.923, 0.964, 3, 0.630, -24.950
1218, 4192, 3, 15.492, 2.625, 3, 11.616, 0.018
1218, 4443, 3, 12.506, -8.952, 3, 15.492, 2.625
1229, 4353, 3, 13.206, 2.766, 3, 9.445, 1.636
1233, 4508, 3, 8.804, -13.428, 3, 3.371, -12.623
1233, 4509, 3, 3.371, -12.623, 1, 2.222, 0.000
1241, 4527, 3, 4.138, -1.022, 3, 7.660, 2.605
1242, 4230, 7, 1.957, -3.269, 9, 6.155, 1.054
1243, 4594, 3, 4.178, -14.046, 7, 7.267, 0.919
1244, 4562, 3, 3.794, -17.353, 7, 6.924, 0.964
1245, 4100, 9, 6.170, 0.016, 7, 5.182, 1.100
1245, 4592, 1, 1.960, 0.093, 3, 7.660, 2.605
1247, 4415, 7, 7.461, 0.890, 1, 2.222, 0.000
1248, 4464, 3, 11.023, -0.290, 3, 14.040, 2.728
1252, 4438, 3, 7.314, 1.455, 3, 10.440, 2.780
1252, 4561, 5, 11.876, 2.307, 3, 17.512, 2.409
1263, 4586, 4, 4.979, 2.349, 3, 9.723, 2.754
1274, 4614, 7, 3.481, 0.543, 7, 6.688, 0.400
1287, 4765, 3, 2.773, -0.587, 3, 2.847, 1.720
1301, 4665, 3, 12.731, 2.781, 3, 18.512, 2.270
1302, 4570, 3, 3.986, -14.526, 7, 8.179, 0.769
1307, 4755, 3, 6.295, -7.490, 3, 10.108, 2.770
1310, 4730, 3, 11.888, 2.795, 3, 22.395, 1.536
1311, 4784, 3, 2.063, -0.206, 7, 4.781, 1.108
1321, 4821, 3, 11.564, 2.796, 3, 20.781, 1.879
1321, 4834, 3, 10.458, 1.694, 3, 13.905, 2.735
1327, 3717, 1, 2.222, 0.000, 7, 8.880, 0.625
1334, 4812, 3, 12.471, -0.390, 3, 15.487, 2.626
1335, 4781, 3, 17.671, 2.184, 3, 10.650, 2.786
1347, 3481, 1, 2.222, 0.000, 3, 18.671, -7.534
1348, 4873, 3, 18.671, -7.534, 1, 2.222, 0.000
1348, 4907, 3, 4.450, -13.190, 10, 7.805, 0.531
1349, 4319, 1, 2.178, 0.017, 9, 10.523, 0.192
1355, 4839, 9, 3.439, -7.084, 7, 7.192, 0.929
1355, 4918, 10, 3.538, -2.318, 7, 7.677, 0.856
1364, 4778, 3, 7.660, 2.605, 3, 2.279, -6.714
1368, 4805, 3, 27.006, 0.258, 4, 9.761, 2.943
1368, 4922, 4, 9.761, 2.943, 1, 2.222, 0.000
1375, 4918, 10, 2.704, -4.937, 4, 8.476, -4.690
1376, 5106, 3, 2.691, -0.128, 4, 5.506, 2.452
1379, 4692, 1, 2.190, 0.012, 7, 11.105, 0.002
1380, 4958, 3, 0.207, -12.125, 3, 3.394, -13.406
1384, 4973, 7, 2.152, -8.953, 1, 2.214, 0.003
1392, 5166, 6, 0.521, -2.885, 7, 4.131, 1.101
1393, 5166, 6, 2.205, 1.683, 7, 4.131, 1.101
1394, 4266, 1, 2.222, 0.000, 6, 14.237, -3.494
1395, 5016, 6, 14.237, -3.325, 1, 2.222, 0.000
1395, 5115, 3, 12.614, -0.403, 3, 15.631, 2.613
1402, 5021, 4, 9.647, 2.937, 3, 4.803, -0.258
1408, 4943, 7, 11.110, 0.000, 1, 2.222, 0.000
1409, 4943, 7, 11.110, 0.000, 1, 2.222, 0.000
1409, 4964, 3, 13.957, -9.545, 3, 16.967, 2.476
1410, 5115, 3, 9.957, 1.764, 3, 13.183, 2.105
1411, 4943, 7, 11.110, 0.000, 1, 2.222, 0.000
1412, 4943, 7, 11.110, 0.000, 1, 2.222, 0.000
1431, 5068, 7, 7.281, 0.917, 1, 2.222, 0.000
1431, 5090, 8, 2.326, 0.784, 7, 5.229, 1.098
1436, 5136, 7, 10.018, 0.252, 3, 13.224, 2.766
1438, 5201, 3, 3.624, -17.738, 1, 2.199, 0.009
1441, 4601, 1, 2.221, 0.000, 7, 7.554, 0.876
1449, 5138, 3, 3.069, -18.289, 7, 7.195, 0.929
1455, 5214, 3, 17.579, 2.400, 3, 13.019, 2.773
1464, 5397, 3, 3.274, -10.968, 7, 6.971, 0.958
1467, 5326, 7, 7.391, 0.901, 1, 2.222, 0.000
1470, 5408, 1, 2.121, 0.038, 7, 6.263, 1.034
1483, 4394, 1, 2.222, 0.000, 3, 24.485, 1.012
1483, 5472, 8, 3.962, 0.830, 3, 3.132, 1.800
1484, 5306, 3, 24.485, 1.012, 1, 2.222, 0.000
1484, 5472, 8, 3.962, 0.830, 3, 5.437, 2.305
1490, 5479, 6, 6.388, -7.198, 7, 11.105, 0.002
1491, 5376, 9, 6.338, 1.038, 3, 22.233, 1.573
1492, 5376, 9, 7.266, 0.928, 3, 22.233, 1.573
1494, 5364, 3, 12.938, 2.775, 7, 8.060, 0.791
1497, 5347, 3, 11.288, -2.566, 1, 2.222, 0.000
1497, 5379, 3, 7.777, -7.777, 3, 11.288, -2.566
1502, 5489, 3, 1.313, -12.150, 3, 4.631, -13.269
1503, 5200, 7, 6.922, 0.964, 1, 2.221, 0.000
1503, 5464, 7, 6.924, 0.964, 3, 23.502, 1.269
1503, 5494, 3, 9.405, -4.375, 3, 4.784, -7.581
1504, 5464, 7, 0.000, 0.439, 3, 23.502, 1.269
1505, 5219, 1, 2.222, 0.000, 9, 6.003, 1.066
1505, 5464, 7, 0.439, 0.677, 3, 23.502, 1.269
