0.121,0.207,0.233,0.171,0.147,0.129,0.165,0.086,0.089,0.091,0.098,0.091,NaN,
0.141,0.213,0.246,0.179,0.189,0.164,0.208,0.111,0.144,0.144,0.141,0.156,0.365,
0.150,0.243,0.278,0.208,0.216,0.207,0.239,0.139,0.162,0.185,0.164,0.175,0.372,
0.158,0.237,0.252,0.210,0.226,0.210,0.224,0.138,0.171,0.183,0.174,0.171,0.370,
0.160,0.240,0.269,0.206,0.222,0.195,0.206,0.135,0.180,0.190,0.171,0.203,0.385,
0.173,0.250,0.270,0.208,0.221,0.193,0.217,0.137,0.176,0.173,0.169,0.155,0.377,
0.158,0.245,0.281,0.209,0.225,0.213,0.274,0.142,0.197,0.200,0.164,0.200,0.381,
0.178,0.251,0.277,0.209,0.232,0.208,0.243,0.143,0.205,0.171,0.149,0.157,0.374,
0.256,0.324,0.341,0.303,0.336,0.254,0.262,0.244,0.260,0.272,0.280,0.266,0.397,
0.234,0.331,0.391,0.291,0.333,0.253,0.314,0.236,0.263,0.246,0.238,0.253,0.421,
0.156,0.247,0.224,0.209,0.235,0.211,0.252,0.137,0.190,0.200,0.186,0.183,0.373,
0.174,0.245,0.270,0.214,0.234,0.199,0.249,0.145,0.190,0.195,0.209,0.197,0.373,
0.313,0.393,0.437,0.367,0.390,0.365,0.379,0.296,0.278,0.327,0.279,0.310,0.473,
0.305,0.414,0.412,0.373,0.386,0.409,0.450,0.319,0.282,0.358,0.295,0.233,0.455,
0.236,0.330,0.405,0.296,0.343,0.283,0.374,0.234,0.291,0.262,0.223,0.235,0.410,
0.247,0.328,0.370,0.286,0.306,0.254,0.325,0.224,0.274,0.309,0.267,0.294,0.425,
0.353,0.411,0.440,0.402,0.432,0.399,0.462,0.343,0.340,0.440,0.473,0.237,0.462,
0.354,0.367,0.430,0.372,0.328,0.351,0.391,0.317,0.212,0.337,0.370,0.205,0.434,
0.169,0.246,0.266,0.207,0.226,0.190,0.236,0.139,0.172,0.184,0.176,0.172,0.382,
0.336,0.396,0.359,0.378,0.382,0.384,0.475,0.326,0.358,0.418,0.336,0.369,0.483,
