3.915,6.946,7.822,1.343,1.334,1.478,1.181,1.904,2.307,2.002,2.233,1.782,NaN,
4.440,7.106,8.263,1.478,1.767,1.900,1.863,2.240,3.765,3.168,3.137,3.238,12.376,
4.886,8.211,9.465,2.539,3.186,3.252,3.078,3.362,4.698,4.783,4.348,4.332,12.635,
5.172,8.031,8.645,2.614,3.020,3.377,2.790,3.338,4.941,4.777,4.707,4.120,12.620,
5.245,8.115,9.200,2.439,2.969,2.987,2.508,3.208,5.177,4.896,4.451,4.965,13.101,
5.633,8.451,9.191,2.520,3.072,3.034,2.807,3.296,5.156,4.473,4.492,3.623,12.819,
5.163,8.292,9.623,2.557,3.058,3.448,3.424,3.362,5.682,5.163,4.261,4.892,12.988,
5.816,8.487,9.440,2.558,3.163,3.158,3.368,3.431,6.066,4.595,3.949,3.748,12.712,
9.160,11.593,12.305,6.896,7.947,6.458,5.379,7.763,8.596,8.471,9.392,8.014,13.865,
8.223,11.666,13.785,6.260,7.394,5.947,6.622,7.243,8.643,7.405,7.610,7.629,14.575,
5.089,8.345,7.566,2.505,3.303,3.083,3.329,3.264,5.490,5.137,4.817,4.652,12.677,
5.675,8.273,9.147,2.749,3.303,3.152,3.420,3.533,5.623,5.128,5.912,4.935,12.716,
11.738,14.602,15.815,10.017,10.465,10.932,10.322,10.151,9.844,11.299,9.627,10.764,17.140,
11.386,15.424,15.435,10.222,10.611,12.579,11.864,11.064,9.965,12.401,10.653,8.108,16.383,
8.323,11.655,14.364,6.349,8.110,6.727,8.418,7.182,9.653,8.260,7.197,7.245,14.197,
8.662,11.568,12.925,6.058,6.770,6.032,6.838,6.810,9.018,9.855,8.665,8.696,14.714,
13.174,15.222,16.210,10.823,11.390,11.968,12.223,11.739,12.072,15.168,17.322,7.997,16.668,
13.159,13.489,15.847,10.009,8.228,10.635,9.899,10.889,7.079,11.436,12.380,6.533,15.406,
5.506,8.314,9.024,2.435,3.119,2.838,3.212,3.281,4.933,4.828,4.684,4.120,13.002,
12.455,14.619,13.055,10.324,10.630,11.401,13.287,11.275,12.772,14.598,11.554,13.125,17.465,
