0.112,0.193,NaN,0.166,0.182,0.135,0.194,0.089,0.105,NaN,NaN,NaN,NaN,
0.164,0.201,NaN,0.174,NaN,0.198,NaN,0.092,0.131,0.173,NaN,NaN,0.374,
0.131,0.243,NaN,0.231,0.225,0.211,0.334,0.164,NaN,NaN,NaN,NaN,0.386,
NaN,0.234,0.281,0.247,NaN,NaN,NaN,0.149,NaN,0.099,NaN,NaN,0.431,
0.156,0.257,NaN,0.205,NaN,0.130,NaN,0.145,NaN,NaN,NaN,NaN,0.351,
0.162,0.254,NaN,0.214,0.200,NaN,0.205,0.143,0.104,NaN,NaN,NaN,0.365,
NaN,0.273,NaN,0.233,0.207,0.238,NaN,0.202,0.274,0.241,NaN,NaN,0.383,
0.211,0.259,NaN,0.210,0.176,0.281,0.286,0.138,0.257,NaN,NaN,NaN,0.411,
0.401,0.448,NaN,0.398,NaN,NaN,NaN,0.249,NaN,0.466,NaN,NaN,0.573,
NaN,0.381,NaN,0.352,NaN,0.378,NaN,0.291,0.217,NaN,NaN,NaN,0.568,
NaN,0.257,NaN,0.215,NaN,NaN,0.174,0.146,NaN,NaN,NaN,NaN,0.391,
0.154,0.246,0.270,0.211,0.220,0.198,0.247,0.148,0.177,NaN,NaN,NaN,0.401,
NaN,0.649,NaN,0.622,NaN,NaN,NaN,0.586,NaN,NaN,NaN,NaN,NaN,
NaN,0.674,NaN,0.612,NaN,NaN,NaN,0.550,NaN,NaN,NaN,NaN,NaN,
NaN,0.321,NaN,0.341,0.399,NaN,NaN,0.331,NaN,0.302,NaN,NaN,NaN,
NaN,0.353,NaN,0.358,0.375,0.295,0.293,0.243,NaN,0.451,NaN,NaN,0.492,
0.441,0.585,NaN,0.607,NaN,NaN,NaN,0.511,0.635,0.544,NaN,NaN,0.672,
NaN,NaN,NaN,0.667,NaN,NaN,NaN,NaN,NaN,0.621,NaN,NaN,NaN,
NaN,0.252,0.310,0.198,0.270,0.167,0.220,0.145,0.261,0.234,NaN,0.219,0.381,
NaN,NaN,NaN,0.631,NaN,NaN,NaN,0.526,NaN,NaN,NaN,NaN,NaN,
