NaN,6.197,7.000,1.144,0.950,0.950,0.883,1.512,NaN,2.150,NaN,NaN,NaN,
NaN,6.502,NaN,1.180,1.233,1.217,1.033,1.760,4.133,1.717,NaN,NaN,12.192,
4.850,6.810,NaN,1.735,NaN,2.083,1.767,2.172,NaN,2.433,NaN,NaN,12.278,
4.100,7.189,NaN,1.468,2.517,1.550,1.854,2.598,NaN,1.717,NaN,NaN,12.917,
4.100,6.995,NaN,1.470,1.439,NaN,1.033,2.291,4.367,NaN,NaN,4.800,11.848,
NaN,7.073,NaN,1.473,NaN,1.333,NaN,2.203,2.867,NaN,NaN,NaN,13.950,
4.225,6.790,NaN,1.574,1.611,1.833,NaN,2.324,NaN,NaN,NaN,NaN,11.944,
4.142,7.145,NaN,1.494,NaN,2.183,2.017,2.397,5.850,NaN,NaN,NaN,11.806,
9.367,12.956,NaN,9.131,15.750,18.083,13.700,10.529,NaN,NaN,NaN,NaN,19.292,
4.100,8.406,NaN,3.751,5.133,NaN,NaN,4.344,6.067,5.867,NaN,6.667,14.870,
3.925,6.900,NaN,1.711,NaN,NaN,NaN,2.307,NaN,NaN,NaN,NaN,10.842,
3.667,6.910,NaN,1.589,NaN,NaN,NaN,2.163,2.933,NaN,NaN,NaN,12.743,
NaN,NaN,NaN,12.708,NaN,NaN,10.500,12.079,NaN,12.767,NaN,NaN,NaN,
NaN,13.361,NaN,11.875,NaN,NaN,NaN,11.300,NaN,NaN,NaN,NaN,NaN,
4.017,9.029,NaN,4.479,NaN,3.575,NaN,4.240,5.167,NaN,NaN,NaN,14.460,
6.917,8.596,NaN,3.844,NaN,3.800,2.950,4.667,7.883,5.383,6.267,4.933,14.928,
13.017,NaN,NaN,11.783,NaN,NaN,NaN,11.317,NaN,NaN,NaN,NaN,NaN,
8.650,13.950,NaN,9.883,8.400,NaN,NaN,8.552,NaN,NaN,NaN,NaN,16.378,
3.942,7.219,NaN,1.515,NaN,1.900,NaN,2.269,NaN,6.933,NaN,NaN,NaN,
NaN,10.843,7.117,9.128,NaN,NaN,NaN,11.965,NaN,NaN,NaN,NaN,17.358,
