115.000,1085.000,51.000,2882.000,133.000,114.000,140.000,1270.000,100.000,101.000,19.000,24.000,0.000,
126.000,1052.000,28.000,2889.000,107.000,122.000,113.000,1181.000,76.000,83.000,18.000,19.000,602.000,
113.000,1021.000,37.000,2796.000,118.000,102.000,111.000,1138.000,89.000,69.000,10.000,19.000,562.000,
114.000,1029.000,34.000,2683.000,101.000,124.000,108.000,1087.000,75.000,81.000,19.000,18.000,546.000,
132.000,969.000,40.000,2711.000,96.000,124.000,87.000,1132.000,88.000,81.000,14.000,16.000,548.000,
122.000,983.000,35.000,2672.000,128.000,111.000,120.000,1177.000,74.000,74.000,20.000,10.000,562.000,
120.000,896.000,27.000,2716.000,100.000,115.000,89.000,1139.000,74.000,88.000,22.000,12.000,556.000,
132.000,954.000,22.000,2622.000,110.000,113.000,104.000,1084.000,69.000,74.000,13.000,19.000,594.000,
65.000,455.000,13.000,1476.000,65.000,56.000,46.000,617.000,32.000,37.000,6.000,6.000,272.000,
102.000,702.000,25.000,2059.000,89.000,89.000,84.000,790.000,52.000,47.000,7.000,12.000,409.000,
138.000,978.000,30.000,2618.000,98.000,112.000,121.000,1087.000,83.000,53.000,14.000,14.000,510.000,
113.000,929.000,35.000,2669.000,89.000,109.000,103.000,1119.000,74.000,64.000,17.000,17.000,539.000,
34.000,277.000,9.000,966.000,39.000,33.000,47.000,359.000,18.000,16.000,5.000,6.000,149.000,
47.000,335.000,11.000,924.000,38.000,42.000,32.000,345.000,17.000,21.000,6.000,4.000,136.000,
84.000,722.000,26.000,1967.000,87.000,70.000,63.000,818.000,44.000,66.000,10.000,14.000,413.000,
71.000,693.000,27.000,2021.000,81.000,99.000,70.000,845.000,46.000,55.000,13.000,14.000,411.000,
37.000,320.000,8.000,1151.000,26.000,38.000,37.000,451.000,26.000,15.000,6.000,5.000,153.000,
38.000,350.000,12.000,1132.000,52.000,34.000,34.000,430.000,26.000,28.000,5.000,2.000,177.000,
120.000,1001.000,24.000,2626.000,110.000,114.000,98.000,1065.000,76.000,85.000,19.000,23.000,547.000,
55.000,396.000,10.000,1347.000,51.000,45.000,42.000,521.000,29.000,19.000,4.000,4.000,174.000,
