1.000,12.000,0.000,26.000,0.000,0.000,1.000,9.000,0.000,1.000,0.000,0.000,0.000,
1.000,6.000,0.000,31.000,0.000,0.000,2.000,12.000,2.000,2.000,0.000,0.000,5.000,
0.000,7.000,0.000,21.000,1.000,0.000,0.000,7.000,0.000,1.000,0.000,0.000,4.000,
2.000,6.000,1.000,22.000,1.000,3.000,3.000,21.000,1.000,3.000,0.000,0.000,10.000,
2.000,5.000,0.000,25.000,0.000,1.000,0.000,7.000,0.000,0.000,0.000,0.000,2.000,
0.000,8.000,0.000,29.000,2.000,2.000,1.000,13.000,1.000,0.000,2.000,0.000,5.000,
1.000,4.000,0.000,28.000,0.000,1.000,1.000,8.000,0.000,1.000,0.000,1.000,3.000,
1.000,6.000,0.000,27.000,3.000,3.000,3.000,6.000,0.000,0.000,0.000,0.000,3.000,
0.000,4.000,1.000,7.000,1.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,2.000,
0.000,8.000,0.000,12.000,1.000,3.000,1.000,8.000,0.000,0.000,1.000,0.000,4.000,
1.000,8.000,0.000,19.000,2.000,0.000,1.000,8.000,0.000,1.000,0.000,0.000,8.000,
1.000,10.000,0.000,20.000,1.000,1.000,1.000,18.000,0.000,1.000,0.000,0.000,2.000,
0.000,6.000,0.000,23.000,2.000,1.000,0.000,4.000,2.000,1.000,0.000,1.000,4.000,
1.000,9.000,0.000,10.000,1.000,0.000,0.000,5.000,1.000,0.000,0.000,0.000,7.000,
1.000,8.000,0.000,19.000,0.000,2.000,3.000,11.000,0.000,0.000,0.000,0.000,3.000,
0.000,4.000,1.000,24.000,2.000,2.000,1.000,11.000,1.000,0.000,0.000,0.000,9.000,
0.000,5.000,0.000,10.000,0.000,0.000,1.000,9.000,0.000,0.000,0.000,0.000,4.000,
1.000,10.000,0.000,10.000,1.000,0.000,0.000,2.000,1.000,0.000,0.000,0.000,4.000,
1.000,8.000,0.000,25.000,1.000,1.000,0.000,12.000,1.000,1.000,0.000,0.000,10.000,
1.000,5.000,0.000,19.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,3.000,
