13.545,7.656,6.721,41.907,44.071,39.767,48.002,29.372,23.506,28.123,27.384,31.051,0.000,
13.071,7.303,6.333,38.143,32.712,30.723,34.094,25.308,16.074,20.079,20.816,18.473,3.941,
10.513,6.357,5.674,24.540,21.620,20.243,22.208,17.920,12.166,12.674,14.340,16.151,3.742,
10.294,6.303,5.482,24.553,21.391,20.725,22.847,17.766,11.873,13.076,11.831,14.806,3.685,
10.404,6.320,5.640,25.043,21.514,21.281,24.291,18.273,11.981,13.047,13.714,13.051,3.747,
10.199,6.174,5.646,24.750,21.185,20.216,21.825,17.632,11.430,13.351,11.999,15.051,3.749,
10.274,6.207,5.504,24.480,22.285,19.618,19.703,17.863,10.936,12.210,14.036,12.787,3.591,
10.070,6.213,5.575,24.417,20.337,19.723,20.304,17.172,10.091,11.950,13.302,15.704,3.704,
3.948,2.797,2.492,6.785,5.937,7.408,7.022,5.635,4.374,4.726,3.356,4.650,2.123,
5.540,3.948,3.654,9.410,7.853,8.632,7.874,7.249,5.270,6.360,5.227,6.249,2.844,
10.326,6.262,5.796,24.690,19.993,20.325,20.495,17.625,10.821,12.166,12.213,13.485,3.684,
9.641,6.011,5.466,23.094,19.595,20.401,20.595,16.720,10.345,11.427,9.807,13.379,3.664,
2.483,1.886,1.981,5.184,5.406,3.711,4.641,3.929,3.586,2.858,3.390,3.326,1.483,
2.826,1.925,1.515,4.744,4.693,4.374,5.201,3.779,3.627,3.526,2.868,2.355,1.482,
5.325,3.807,3.458,8.945,7.682,7.607,6.679,7.331,5.024,5.876,5.792,7.661,2.790,
5.511,3.923,3.727,9.496,8.494,9.408,8.171,7.800,5.515,5.029,5.441,6.936,2.841,
2.372,1.864,1.667,4.794,3.375,2.880,3.789,3.681,3.385,2.494,2.117,3.691,1.399,
2.944,2.138,2.273,5.120,5.295,3.475,5.586,4.281,4.811,3.541,3.114,3.316,1.635,
10.396,6.269,5.178,24.760,21.032,21.505,20.034,17.800,10.766,12.897,12.395,13.382,3.683,
3.613,2.402,2.225,5.886,4.960,4.694,4.075,4.493,3.173,2.469,2.961,2.390,1.800,
