0.353,0.131,0.094,0.995,1.065,0.930,1.131,0.724,0.556,0.794,0.543,0.429,0.000,
0.983,1.001,1.308,2.803,8.077,7.112,6.801,3.089,10.551,10.046,5.711,7.243,0.575,
6.862,5.027,4.113,13.513,18.323,19.196,12.964,12.654,17.293,18.744,18.686,21.504,2.022,
9.180,6.253,5.894,14.134,17.879,19.747,15.360,13.202,18.837,17.112,24.193,21.236,3.534,
6.443,4.714,2.974,11.506,13.497,13.400,11.184,11.138,17.156,17.205,11.272,15.926,0.983,
7.267,5.845,4.132,12.741,17.147,16.358,15.285,13.000,16.865,20.360,16.637,13.316,1.110,
11.032,6.437,5.205,13.557,18.121,17.935,16.618,13.562,23.772,22.350,22.121,27.240,3.460,
8.277,5.402,4.827,12.529,15.205,16.283,13.519,13.475,21.543,23.600,16.726,19.888,1.310,
56.760,50.672,45.636,64.704,56.698,67.252,49.461,63.549,65.346,58.258,64.265,52.899,30.895,
33.608,30.024,28.841,43.783,41.699,42.063,39.907,44.761,42.236,41.644,37.848,44.396,12.186,
7.131,5.332,5.479,12.854,17.335,17.158,15.030,13.076,20.825,19.380,17.797,25.471,2.437,
9.286,7.968,5.421,16.474,20.956,16.376,15.073,15.513,24.662,24.062,24.579,22.720,2.822,
71.784,66.415,66.529,74.122,68.129,75.215,54.900,77.208,70.607,72.045,71.858,84.084,45.558,
71.723,65.996,68.991,76.231,72.774,76.498,68.349,78.335,81.936,74.111,65.077,83.022,45.745,
34.399,30.056,25.759,43.939,45.945,46.632,35.534,43.693,42.264,43.938,48.129,43.644,14.159,
34.869,29.330,26.899,44.773,45.731,44.540,35.430,43.966,42.316,43.919,45.075,46.696,13.271,
67.790,61.818,65.516,71.664,73.119,74.358,58.245,72.390,72.117,68.978,74.451,74.219,41.843,
67.476,62.530,59.756,73.379,69.534,72.635,57.859,74.281,62.440,68.088,56.443,60.845,43.077,
6.439,4.757,5.987,11.076,14.829,14.832,12.594,11.319,18.816,20.256,16.344,15.862,1.361,
63.490,55.213,50.806,66.274,56.622,65.490,58.104,68.242,64.933,64.264,70.893,63.712,36.009,
